Rk,YEAR,Player,POS,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,ID,Height,Weight,Wingspan,Standing Reach,HANDL,HANDW,Standing Vertical,Leaping Vertical,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
72,,Olivier-Maxence Prosper,PF,Nov 3 '23 DAL @ DEN,21,1,40,8.40,1.00,2.60,0.33,1.13,0.70,1.03,0.63,1.98,0.55,0.18,0.10,0.20,0.50,3.03,prospol01,78.8,212.4,85,104,8.25,10,35,40.5,10.59,3,3.21,NA,107.90%,82.5,139,144.5
89,,Omari Spellman,PF-C,Oct 17 '18 ATL @ NYK,21,1,46,17.50,2.13,5.30,0.96,2.78,0.70,0.98,1.57,4.22,1.02,0.57,0.54,0.67,1.46,5.91,spellom01,80,253.8,86,107.5,9,9,28.5,35.5,12.28,3.35,3.38,8,107.50%,81,136,143
43,,Oso Ighodaro,C,Oct 23 '24 PHO @ LAC,22,1,61,17.13,1.85,3.07,0.00,0.03,0.48,0.82,1.08,3.64,1.16,0.46,0.48,0.64,1.67,4.18,ighodos01,81.5,222,83,104.5,9,10,35,39.5,11.25,3.12,3.09,NA,101.80%,90,139.5,144
23,,Pacome Dadiet,SF,Oct 22 '24 NYK @ BOS,19,1,18,6.17,0.56,1.72,0.33,1.06,0.22,0.33,0.17,1.00,0.28,0.17,0.11,0.22,0.39,1.67,dadiepa01,79.8,216.8,81,107.5,9,9,29,36,11.84,3,3,NA,101.60%,76.5,136.5,143.5
2,,Patrick Baldwin Jr.,SF,Oct 30 '22 GSW @ DET,20,1,31,7.29,1.39,3.52,1.03,2.71,0.13,0.19,0.03,1.29,0.35,0.19,0.13,0.35,0.45,3.94,baldwpa01,81.25,230.8,85.75,110.5,8.75,9.5,23.5,26.5,12.25,3.3,3.45,NA,105.50%,83.1,134,137
73,,Paul Reed,PF,Jan 4 '21 PHI vs. CHO,21,1,26,6.81,1.62,3.00,0.00,0.23,0.15,0.31,1.15,2.35,0.46,0.38,0.50,0.46,1.12,3.38,reedpa01,80.5,219.2,86,109.5,9,8.8,26.5,37.5,12.29,2.67,3.45,NA,106.80%,78.8,136,147
57,,Pelle Larsson,SG,Oct 23 '24 MIA vs. ORL,23,1,55,14.22,1.62,3.69,0.58,1.73,0.75,1.11,0.51,1.67,1.18,0.58,0.13,0.44,1.65,4.56,larsspe01,77.3,212.4,79.5,102,8.75,10.3,30.5,38,11.15,2.91,3.06,NA,102.90%,89.7,132.5,140
76,,Peyton Watson,SF,Oct 19 '22 DEN @ UTA,20,1,23,8.09,1.26,2.57,0.26,0.61,0.48,0.87,0.35,1.61,0.48,0.09,0.48,0.35,0.61,3.26,watsope01,78.75,203.4,84.5,107.5,8.5,9.5,28,33.5,11.03,3.24,3.28,NA,107.30%,80.8,135.5,141
39,,PJ Hall,C,Nov 17 '24 DEN @ MEM,22,1,19,3.47,0.74,1.26,0.11,0.42,0.16,0.21,0.32,1.16,0.21,0.00,0.21,0.11,0.58,1.74,hallpj01,80.3,239.6,85.5,103.5,9,9.8,32.5,39.5,11.76,3.01,3.35,NA,106.50%,87.8,136,143
39,,Quentin Grimes,SG,Oct 20 '21 NYK vs. BOS,21,1,46,17.09,2.07,5.11,1.57,4.11,0.28,0.41,0.52,2.04,0.96,0.67,0.24,0.61,1.57,5.98,grimequ01,76,205,80,101,8.5,10,30.5,38.5,11.09,3.33,3.07,NA,105.30%,85,131.5,139.5
73,,Quinten Post,C,Dec 27 '24 GSW @ LAC,24,1,42,16.33,2.93,6.52,1.74,4.26,0.50,0.64,0.83,3.52,1.33,0.38,0.43,0.79,1.98,8.10,postqu01,84,244.4,86.5,112,9.25,10,24,27,11.48,3.03,3.4,NA,103.00%,92.5,136,139
30,,RaiQuan Gray,PF,Apr 9 '23 BRK vs. PHI,23,1,1,35.00,6.00,12.00,2.00,5.00,2.00,2.00,3.00,9.00,7.00,0.00,1.00,4.00,5.00,16.00,grayra01,78.5,268.6,82.75,105,9.25,9,26.5,31.5,11.69,3.3,3.25,NA,105.40%,83.3,131.5,136.5
4,,Rawle Alkins,SG,Dec 17 '18 CHI @ OKC,21,1,10,12.00,1.30,3.90,0.30,1.20,0.80,1.20,1.10,2.60,1.30,0.10,0.00,0.80,0.70,3.70,alkinra01,74.75,217.4,80.75,99,8.5,10,32.5,40.5,11.5,3.09,3.15,10,108.00%,85,131.5,139.5
88,,Ray Spalding,PF,Oct 17 '18 DAL @ PHO,21,1,14,10.57,1.79,3.36,0.00,0.21,0.29,0.86,1.07,3.43,0.36,0.64,0.57,0.64,1.64,3.86,spaldra01,81,215.4,88.75,109,9.25,9,26,32,11.48,3.2,3.34,12,109.60%,83.3,135,141
74,,Rayan Rupert,SF,Oct 25 '23 POR @ LAC,19,1,39,16.23,1.38,4.13,0.72,2.00,0.49,0.64,0.62,2.36,1.59,0.31,0.08,0.79,1.44,3.97,ruperra01,78,193.2,86,106,8.5,9.5,27.5,32.5,11.18,NA,3.43,NA,110.30%,80.8,133.5,138.5
5,,Reece Beekman,PG,Oct 29 '24 GSW vs. NOP,23,1,36,13.03,0.97,2.97,0.19,1.11,0.44,0.58,0.36,1.08,1.75,0.92,0.06,0.58,1.00,2.58,beekmre01,73.3,196.4,78.5,100,9,9,30,37,11,3,3,NA,107.20%,76.5,130,137
85,,Reed Sheppard,PG,Oct 23 '24 HOU vs. CHO,20,1,52,12.58,1.62,4.60,0.92,2.73,0.25,0.31,0.31,1.50,1.44,0.67,0.33,0.71,1.02,4.40,sheppre01,73.8,181.6,75.3,93.5,7.75,9,32.5,42,10.96,3.03,3.08,NA,102.00%,69.8,126,135.5
67,,Reggie Perry,PF-C,Dec 22 '20 BRK vs. GSW,20,1,26,8.12,1.23,3.00,0.15,0.81,0.38,0.50,1.04,2.81,0.54,0.23,0.23,0.58,1.54,3.00,perryre01,80.25,249.6,84.25,106.5,9.25,11,30,33.5,11.26,2.57,3.25,NA,105.00%,101.8,136.5,140
19,,Ricky Council IV,SF,Jan 2 '24 PHI vs. CHI,22,1,32,9.03,1.69,3.50,0.38,1.00,1.66,2.22,0.44,1.44,0.50,0.25,0.03,0.16,0.53,5.41,councri01,77,208,81,103,7.75,8.5,31,37,11.2,3,3,NA,105.20%,65.9,134,140
94,,Robert Woodard II,SF,Dec 27 '20 SAC vs. PHO,21,1,13,3.46,0.62,1.54,0.08,0.46,0.23,0.62,0.31,1.23,0.15,0.00,0.23,0.08,0.31,1.54,woodaro01,77.5,230.2,86,105.5,9,10.8,32,38,11.1,2.49,3.18,NA,111.00%,96.8,137.5,143.5
35,,Ron Harper Jr.,SF,Oct 31 '22 TOR vs. ATL,22,1,9,5.33,0.89,1.78,0.33,1.00,0.11,0.11,0.33,0.78,0.44,0.00,0.11,0.00,0.33,2.22,harpero02,76,240.4,85.25,105.5,9.5,10,26,30.5,11.41,3.24,3.4,NA,112.20%,95,131.5,136
41,,Ron Holland,SF,Oct 23 '24 DET vs. IND,19,1,81,15.63,2.43,5.14,0.44,1.86,1.14,1.51,0.49,2.69,1.01,0.60,0.21,0.89,1.74,6.44,hollaro01,78.5,196.8,82.8,104,8.75,9,30,38,11.1,2.91,3.1,NA,105.40%,78.8,134,142
28,,Ryan Dunn,PF,Oct 23 '24 PHO @ LAC,22,1,74,19.05,2.77,6.45,1.11,3.57,0.26,0.53,1.24,3.61,0.77,0.59,0.54,0.54,2.19,6.91,dunnry01,78.3,213.6,85.5,103,9,10,32,39,10.99,3,3,NA,109.30%,87.8,135,142
65,,Ryan Rollins,SG,Oct 18 '22 GSW vs. LAL,20,1,12,5.17,0.58,1.67,0.25,0.75,0.50,0.50,0.25,1.00,0.50,0.08,0.08,1.33,0.83,1.92,rolliry01,74,179.2,81.75,100.5,8,8.5,30.5,36.5,11.26,3.28,3.07,NA,110.50%,68,131,137
41,,Sam Hauser,SF,Nov 20 '21 BOS vs. OKC,24,1,26,6.08,0.88,1.92,0.73,1.69,0.00,0.00,0.19,1.12,0.38,0.04,0.08,0.08,0.27,2.50,hausesa01,78.75,217.4,81.25,102,8.25,9,28.5,34.5,11.14,3.07,3.34,NA,103.20%,74.3,130.5,136.5
65,,Sandro Mamukelashvili,C,Oct 19 '21 MIL vs. BRK,22,1,41,9.93,1.39,2.80,0.54,1.27,0.44,0.54,0.85,2.00,0.54,0.22,0.22,0.37,0.68,3.76,mamuksa01,81,239.8,85.25,106.5,9,9.5,30.5,36.5,11.63,3.3,3.21,NA,105.20%,85.5,137,143
6,,Scottie Barnes,SF,Oct 20 '21 TOR vs. WAS,20,1,74,35.36,6.20,12.59,0.78,2.61,2.14,2.91,2.64,7.53,3.46,1.08,0.74,1.84,2.59,15.32,barnesc01,79,225.4,86.75,108,9.25,10.3,36,39.5,10.88,2.99,3.15,NA,109.80%,94.8,144,147.5
62,,Scottie Lewis,SF,Dec 13 '21 CHO @ DAL,21,1,2,3.50,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,lewissc01,76,187.6,84,101.5,8.75,9.8,34,42,10.45,3.03,2.98,NA,110.50%,85.3,135.5,143.5
59,,Scotty Pippen Jr.,PG,Oct 18 '22 LAL @ GSW,22,1,6,5.33,0.67,2.00,0.17,0.50,0.83,1.50,0.33,0.67,0.33,0.33,0.17,0.33,0.50,2.33,pippesc02,72,180,77.75,95.5,7.75,9,30.5,37.5,11.07,3.1,3.21,NA,108.00%,69.8,126,133
54,,Seth Lundy,SF,Dec 15 '23 ATL @ TOR,23,1,9,5.78,0.44,1.89,0.33,1.44,0.33,0.44,0.11,0.78,0.00,0.00,0.00,0.11,0.67,1.56,lundyse01,76,214.4,82.3,104,8.5,9,31.5,35.5,11.02,NA,3.15,NA,108.20%,76.5,135.5,139.5
72,,Shake Milton,SG-PG,Nov 30 '18 PHI vs. WAS,22,1,20,13.40,1.70,4.35,0.70,2.20,0.25,0.35,0.45,1.75,0.90,0.40,0.40,0.30,1.45,4.35,miltosh01,76.5,207.2,84.75,99.5,8.75,9.5,30,33,11.07,3.19,3.25,2,110.80%,83.1,129.5,132.5
16,,Sidy Cissoko,SF,Nov 20 '23 SAS vs. LAC,19,1,12,11.75,1.33,2.75,0.08,1.00,1.00,1.25,0.67,1.83,0.83,0.58,0.25,0.25,1.50,3.75,cissosi01,77.5,223.8,81.8,104,9.25,10,31,36,11.24,NA,3,NA,105.50%,92.5,135,140
55,,Skylar Mays,SG,Dec 23 '20 ATL @ CHI,23,1,33,8.15,1.33,2.97,0.42,1.21,0.67,0.76,0.30,1.06,0.91,0.42,0.06,0.27,0.45,3.76,mayssk01,75,204,78,99,8,9.8,29,37.5,10.65,2.4,3.3,NA,104.00%,78,128,136.5
13,,Stephon Castle,SG,Oct 24 '24 SAS @ DAL,20,1,81,26.69,5.22,12.20,1.17,4.11,3.07,4.25,1.10,3.67,4.10,0.91,0.27,2.19,2.02,14.69,castlst01,77.5,210,81,102,9,9,29,37,10.93,3,3,NA,104.50%,76.6,131,139
74,,Svi Mykhailiuk,SG-SF,Oct 22 '18 LAL vs. SAS,21,1,42,10.48,1.10,3.33,0.69,2.12,0.29,0.48,0.21,0.86,0.88,0.33,0.02,0.50,0.60,3.17,mykhasv01,78.5,211.6,76.75,100,8.25,9.5,30.5,37,11.25,3.18,3.15,4,97.80%,78.4,130.5,137
37,,Taylor Hendricks,PF,Oct 25 '23 UTA vs. SAC,20,1,40,21.40,2.70,6.00,1.33,3.50,0.58,0.73,1.15,4.63,0.80,0.70,0.75,0.68,1.93,7.30,hendrta01,80.3,213.6,84.5,107,9.25,10.3,33,36,11.27,NA,3,NA,105.30%,94.8,140,143
84,,Terquavion Smith,SG,Jan 19 '24 PHI @ ORL,21,1,16,5.25,1.13,2.88,0.81,2.19,0.19,0.31,0.00,0.25,0.75,0.50,0.00,0.44,0.50,3.25,smithte01,74.5,163.2,78.8,98,8.5,8,30,37,10.86,NA,3.21,NA,105.70%,68,128,135
77,,Theo Pinson,SG-SF,Oct 20 '18 BRK @ IND,23,1,18,11.72,1.39,4.06,0.67,2.56,1.06,1.22,0.22,2.00,1.17,0.33,0.00,1.00,0.83,4.50,pinsoth01,77,211.2,82.75,103.5,9,9,27,34,11.53,3.11,3.22,7,107.50%,81,130.5,137.5
77,,Theo Pinson,PF,Oct 20 '18 BRK @ IND,23,1,18,11.72,1.39,4.06,0.67,2.56,1.06,1.22,0.22,2.00,1.17,0.33,0.00,1.00,0.83,4.50,pinsoth01,80.8,217.4,85.5,110,8.5,9.8,27.5,32,11.45,3.05,3.37,NA,105.90%,82.9,137.5,142
101,,Thomas Welsh,PG,Oct 17 '18 DEN @ LAC,22,1,11,3.27,0.64,1.18,0.27,0.64,0.09,0.18,0.00,0.36,0.45,0.00,0.00,0.09,0.27,1.64,welshth01,75,198.8,80.25,100,8.5,9.8,25,31.5,11.89,3.4,3.17,0,107.00%,82.9,125,131.5
12,,Toumani Camara,PF,Oct 25 '23 POR @ LAC,23,1,70,24.84,2.81,6.26,0.83,2.46,1.07,1.41,1.99,4.90,1.24,0.94,0.47,1.20,2.49,7.53,camarto01,79,220.4,84.5,107,9,10,29,33,11,3,3,NA,107.00%,90,136,140
45,,Trayce Jackson-Davis,C,Oct 27 '23 GSW @ SAC,23,1,68,16.62,3.43,4.88,0.00,0.01,1.09,1.94,1.99,5.01,1.21,0.43,1.12,0.72,1.59,7.94,jackstr02,80.3,240.4,85,106,9.25,10.8,33,37,11.8,3,3,NA,105.90%,99.4,139,143
117,,Trendon Watford,PF,Nov 14 '21 POR @ DEN,21,1,48,18.10,2.96,5.56,0.19,0.79,1.48,1.96,1.19,4.15,1.69,0.52,0.58,0.92,2.42,7.58,watfotr01,79.5,237.4,86.25,105,9.5,9.5,28,35,11.69,3.23,3.27,NA,108.50%,90.3,133,140
25,,Trent Forrest,PG,Jan 5 '21 UTA @ BRK,22,1,30,10.07,1.07,2.37,0.17,0.87,0.63,0.63,0.37,1.47,1.50,0.30,0.13,0.70,0.73,2.93,forretr01,75.5,203,79.5,102.5,9,9.8,28,34.5,11.04,2.5,3.18,NA,105.30%,87.8,130.5,137
34,,Trentyn Flowers,SF,Dec 4 '24 LAC vs. MIN,19,1,6,4.50,0.67,1.83,0.00,0.33,0.50,0.50,0.17,0.67,0.00,0.00,0.00,0.17,0.67,1.83,flowetr01,78.5,201.4,80.3,100.5,9,10,35,42,11.01,3,3,NA,102.20%,83.1,135.5,142.5
37,,Trevon Duval,PG,Feb 8 '19 MIL @ DAL,20,1,3,2.00,0.67,1.00,0.33,0.33,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,1.67,duvaltr01,73.5,191,80.25,97.5,8.75,10,34,41.5,10.93,3.09,3.18,6,109.20%,87.5,131.5,139
43,,Trevor Keels,SG,Oct 21 '22 NYK vs. DET,19,1,3,2.67,0.33,1.33,0.33,1.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,keelstr01,75.25,223.8,79.25,101,8.25,9,24.5,31,11.33,3.32,3.27,NA,105.30%,74.3,125.5,132
1,,Trey Alexander,SG,Oct 24 '24 DEN vs. OKC,21,1,24,4.88,0.54,1.71,0.13,0.71,0.13,0.17,0.04,0.50,0.46,0.08,0.04,0.21,0.42,1.33,alexatr01,75.3,187,82.5,101.5,9,10,27,32,11,3,3,NA,109.60%,87.5,128.5,133.5
76,,Trey Murphy III,SF,Oct 20 '21 NOP vs. PHI,21,1,62,13.94,1.76,4.47,1.15,3.00,0.73,0.82,0.76,2.37,0.61,0.37,0.11,0.26,0.97,5.39,murphtr02,79.5,206,84,105.5,8.5,9,34,38,11.65,3.32,3.14,NA,105.70%,76.5,139.5,143.5
22,,Tristan Da Silva,PF,Oct 23 '24 ORL @ MIA,23,1,74,22.01,2.69,6.53,1.08,3.23,0.74,0.85,0.99,3.31,1.53,0.45,0.24,0.76,1.27,7.20,dasiltr01,80.3,216.8,82.3,104.5,9,10,29,36,10.81,3,3,NA,102.50%,85.5,133.5,140.5
93,,Tristan Vukcevic,C,Mar 23 '24 WAS vs. TOR,20,1,10,15.30,2.90,6.70,1.00,3.60,1.70,2.20,0.60,3.60,1.30,0.50,0.70,1.00,2.80,8.50,vukcetr01,83.3,223.4,86.5,111,9,10.3,26,30.5,11.71,3.16,3.43,NA,103.90%,92.3,137,141.5
69,,Tristen Newton,PG,Nov 18 '24 IND @ TOR,23,1,8,2.00,0.13,1.00,0.00,0.38,0.13,0.13,0.25,0.50,0.25,0.13,0.00,0.25,0.50,0.38,newtotr01,75.3,191.8,78.8,100,8.5,9,25,32.5,10.96,2.84,3.24,NA,104.70%,76.5,125,132.5
20,,Troy Brown Jr.,SF,Oct 24 '18 WAS @ GSW,19,1,52,14.04,1.87,4.50,0.42,1.33,0.62,0.90,0.67,2.79,1.54,0.40,0.10,0.58,1.08,4.77,browntr01,77.75,208,82.25,105,9,9.8,26,33,11.51,3.29,3.33,5,105.80%,87.8,131,138
2,,Ty-Shon Alexander,SG,Dec 27 '20 PHO @ SAC,22,1,15,3.13,0.20,0.80,0.13,0.60,0.07,0.13,0.13,0.67,0.40,0.00,0.07,0.20,0.13,0.60,alexaty01,74,200.8,80,100,8.75,8.8,28,33,11.33,2.47,3.26,NA,108.10%,76.6,128,133
9,,Tyler Bey,PF,Jan 13 '21 DAL @ CHO,22,1,18,3.94,0.39,1.22,0.06,0.22,0.17,0.28,0.44,1.06,0.17,0.00,0.06,0.17,0.33,1.00,beyty01,78,212.8,85.25,105.5,8.5,9,37,43.5,11.35,2.75,3.17,NA,109.30%,76.5,142.5,149
56,,Tyler Kolek,PG,Oct 22 '24 NYK @ BOS,23,1,41,7.22,0.66,2.00,0.34,1.15,0.32,0.41,0.20,0.66,1.71,0.29,0.10,0.44,0.63,1.98,kolekty01,73.3,196.6,74.8,95,8.25,9.5,27,34,10.97,3.08,3.27,NA,102.00%,78.4,122,129
89,,Tyler Smith,PF,Oct 23 '24 MIL @ PHI,20,1,23,5.30,1.04,2.17,0.57,1.30,0.26,0.35,0.26,1.09,0.17,0.13,0.17,0.35,0.48,2.91,smithty02,81,223.8,85,105,8.5,9,32,38,10.74,2.99,3.28,NA,104.90%,76.5,137,143
83,,Tyrell Terry,PG,Dec 25 '20 DAL @ LAL,20,1,11,5.09,0.45,1.45,0.00,0.64,0.09,0.27,0.00,0.55,0.55,0.45,0.00,0.18,0.18,1.00,terryty01,73.5,170,73.75,96,7.5,8.3,30,34,10.78,2.59,3.28,NA,100.30%,61.9,126,130
5,,Udoka Azubuike,C,Dec 23 '20 UTA @ POR,21,1,15,3.80,0.27,0.60,0.00,0.00,0.53,0.67,0.27,0.87,0.00,0.07,0.27,0.20,0.60,1.07,azubuud01,82,259.5,91.25,109,9.25,10,37,41,11.82,3.61,3.23,NA,111.30%,92.5,146,150
14,,Ulrich Chomche,C,Oct 23 '24 TOR vs. CLE,19,1,7,4.57,0.29,0.71,0.00,0.00,0.14,0.29,0.57,1.14,0.29,0.00,0.14,0.29,0.71,0.71,chomcul01,82.3,232.4,88,109,9,10,29,36,11.74,3,3,NA,107.00%,94.8,138,145
56,,Wendell Moore Jr.,SG,Oct 23 '22 MIN @ OKC,21,1,29,5.28,0.62,1.48,0.07,0.59,0.14,0.17,0.14,0.62,0.62,0.28,0.17,0.28,0.45,1.45,moorewe01,76.25,217.2,84.5,101,8.75,10.3,32.5,38.5,10.94,3.21,3.3,NA,110.80%,89.7,133.5,139.5
86,,Xavier Tillman Sr.,PF-C,Jan 3 '21 MEM vs. LAL,22,1,59,18.39,2.83,5.07,0.37,1.10,0.58,0.90,1.25,4.34,1.27,0.75,0.56,0.76,1.97,6.61,tillmxa01,79.5,266.5,86,106,10.25,11,26,32.5,11.8,3.01,3.49,NA,108.20%,112.8,132,138.5
68,,Yante Maten,PF-C,Apr 9 '19 MIA vs. PHI,22,1,2,6.50,0.50,2.00,0.00,0.50,0.00,0.00,0.50,1.50,0.00,0.50,0.00,0.00,0.00,1.00,matenya01,79.25,246.2,84.5,107.5,9.25,10,27,31.5,11.35,3.13,3.17,18,106.60%,92.5,134.5,139
66,,Yves Missi,C,Oct 23 '24 NOP vs. CHI,20,1,73,26.79,3.68,6.74,0.00,0.01,1.74,2.79,3.49,8.23,1.36,0.51,1.34,1.12,1.99,9.11,missiyv01,82.8,229.4,86,109.5,9.5,10,31,38.5,11.45,3.12,3.12,NA,103.90%,95,140.5,148
84,,Yves Pons,PF,Nov 12 '21 MEM vs. PHO,22,1,12,5.92,0.42,1.33,0.25,0.75,0.00,0.17,0.42,1.00,0.08,0.08,0.33,0.08,0.50,1.08,ponsyv01,77.5,206.4,84.75,104,9,9.3,36,42.5,10.89,3.05,3.1,NA,109.40%,83.3,140,146.5
77,,Zaccharie Risacher,SF,Oct 23 '24 ATL vs. BRK,19,1,75,24.57,4.76,10.39,1.63,4.59,1.41,1.99,1.15,3.57,1.23,0.69,0.49,1.23,1.99,12.56,risacza01,80.5,194.6,81.5,107,8.5,8.8,25,31,11.51,2.97,3.38,NA,101.20%,74.4,132,138
29,,Zach Edey,C,Oct 23 '24 MEM @ UTA,22,1,66,21.45,3.80,6.56,0.27,0.79,1.36,1.92,3.52,8.30,0.98,0.55,1.29,1.33,2.76,9.24,edeyza01,87.8,299,94.8,115,10,11,26,32,11.19,3,3,NA,108.00%,107.5,141,147
60,,Zeke Nnaji,PF-C,Dec 28 '20 DEN vs. HOU,20,1,42,9.45,1.19,2.48,0.57,1.40,0.29,0.36,0.33,1.55,0.24,0.19,0.10,0.17,0.69,3.24,nnajize01,81.25,246.8,86,105.5,9,10.5,33,38,10.94,2.72,3.2,NA,105.80%,94.5,138.5,143.5
87,,Zhaire Smith,SF-SG,Mar 25 '19 PHI @ ORL,19,1,6,18.50,2.33,5.67,1.00,2.67,1.00,1.33,0.50,2.17,1.67,0.33,0.33,1.00,1.33,6.67,smithzh01,74.75,198.6,81.75,100,8.75,8.3,33,41.5,11.02,3.15,3.05,10,109.40%,72.2,133,141.5
122,,Ziaire Williams,SF,Oct 20 '21 MEM vs. CLE,20,1,62,21.71,3.08,6.84,1.23,3.90,0.69,0.89,0.42,2.08,1.05,0.56,0.19,0.66,1.82,8.08,willizi02,80.25,188.4,82.25,106.5,9,8.8,34,39.5,10.69,3.04,3.12,NA,102.50%,78.8,140.5,146
